transaction_id,investor_id,action,product_type,product_risk_level,amount,date,hold_days,market_change_pct,decision_source,sell_decision_source,is_chasing
TX001467,INV0090,buy,bond,2,3072,2025-04-04,,,social_media,,True
TX001468,INV0090,buy,bond,2,1317,2025-02-27,,,friend,,True
TX001469,INV0090,buy,bond,2,4400,2025-08-20,,,social_media,,True
TX001470,INV0090,buy,bond,2,5229,2024-11-21,,,advisor,,False
TX001471,INV0090,sell,money_market,2,4358,2025-12-16,22.0,1.78,,rational_take_profit,
TX001472,INV0090,buy,mixed_low,3,5129,2024-10-18,,,advisor,,False
TX001473,INV0090,sell,mixed_low,3,2612,2024-12-04,81.0,-10.5,,rational_stop_loss,
TX001474,INV0090,sell,mixed_low,3,4517,2025-09-01,31.0,-8.31,,panic,
TX001475,INV0091,sell,stock,4,17447,2025-05-01,61.0,13.04,,rational_take_profit,
TX001476,INV0091,sell,mixed_medium,3,3901,2024-10-21,28.0,-2.67,,need_cash,
TX001477,INV0091,sell,etf,4,10426,2025-11-08,16.0,-1.47,,rational_take_profit,
TX001478,INV0091,sell,fund,4,19021,2025-04-16,32.0,-19.37,,panic,
TX001479,INV0091,sell,fund,4,12999,2024-10-22,81.0,-15.42,,need_cash,
TX001480,INV0091,sell,stock,4,18054,2025-05-10,26.0,-17.0,,follow_others,
TX001481,INV0091,buy,stock,4,17427,2024-12-03,,,advisor,,False
TX001482,INV0091,buy,stock,4,24556,2025-10-04,,,social_media,,True
TX001483,INV0091,buy,stock,4,23476,2024-09-19,,,self,,True
TX001484,INV0092,buy,fund,4,4541,2024-09-06,,,self,,True
TX001485,INV0092,sell,etf,4,3649,2024-09-29,53.0,-15.86,,panic,
TX001486,INV0092,sell,fund,4,3857,2025-01-06,72.0,-17.36,,rational_stop_loss,
TX001487,INV0092,sell,fund,4,2322,2025-08-15,49.0,-9.26,,panic,
TX001488,INV0092,buy,fund,4,4575,2025-09-08,,,self,,False
TX001489,INV0092,sell,mixed_medium,3,1476,2025-05-15,28.0,-14.26,,panic,
TX001490,INV0092,buy,mixed_medium,3,7319,2025-06-27,,,self,,False
TX001491,INV0092,buy,mixed_medium,3,3586,2025-12-04,,,advisor,,False
TX001492,INV0092,buy,fund,4,7825,2024-12-10,,,social_media,,True
TX001493,INV0092,sell,stock,4,4666,2024-08-22,36.0,-3.45,,panic,
TX001494,INV0092,sell,fund,4,8076,2025-05-12,60.0,-19.15,,panic,
TX001495,INV0092,buy,fund,4,1538,2024-07-09,,,advisor,,False
TX001496,INV0092,buy,stock,4,5800,2025-06-22,,,social_media,,False
TX001497,INV0092,buy,etf,4,8961,2024-09-05,,,self,,False
TX001498,INV0092,buy,fund,4,7593,2024-12-24,,,advisor,,False
TX001499,INV0092,buy,fund,4,6402,2025-06-19,,,self,,True
TX001500,INV0092,sell,mixed_medium,3,7667,2024-07-10,36.0,-14.02,,panic,
TX001501,INV0092,buy,mixed_medium,3,8621,2025-05-09,,,self,,False
TX001502,INV0092,sell,fund,4,2212,2025-02-25,55.0,2.59,,follow_others,
TX001503,INV0093,sell,fund,4,8742,2025-05-17,351.0,-11.93,,follow_others,
TX001504,INV0093,sell,fund,4,7286,2025-03-19,287.0,-11.83,,rational_stop_loss,
TX001505,INV0093,buy,fund,4,11842,2025-11-27,,,self,,False
TX001506,INV0093,buy,stock,4,8540,2025-02-11,,,social_media,,True
TX001507,INV0093,buy,stock,4,12404,2025-07-12,,,self,,False
TX001508,INV0093,sell,fund,4,5286,2025-08-15,230.0,0.18,,rational_take_profit,
TX001509,INV0093,buy,crypto,5,10869,2025-06-04,,,self,,True
TX001510,INV0093,sell,stock,4,9141,2025-09-29,389.0,16.94,,rational_take_profit,
TX001511,INV0093,sell,etf,4,10604,2025-05-06,125.0,11.59,,rational_take_profit,
TX001512,INV0093,buy,fund,4,5724,2025-02-22,,,advisor,,False
TX001513,INV0093,sell,fund,4,2086,2024-09-17,439.0,-0.85,,rational_take_profit,
TX001514,INV0093,buy,etf,4,7314,2024-12-16,,,advisor,,False
TX001515,INV0093,buy,fund,4,4167,2025-09-16,,,social_media,,True
TX001516,INV0093,sell,fund,4,8864,2025-05-24,80.0,-13.63,,panic,
TX001517,INV0093,sell,fund,4,4485,2025-02-25,163.0,-9.78,,follow_others,
TX001518,INV0093,buy,stock,4,11490,2025-12-05,,,self,,False
TX001519,INV0093,buy,fund,4,11632,2025-07-01,,,friend,,True
TX001520,INV0093,buy,stock,4,4726,2025-07-07,,,self,,True
TX001521,INV0094,sell,bond,2,7865,2025-06-17,65.0,17.32,,rational_take_profit,
TX001522,INV0094,sell,money_market,2,7062,2024-12-14,58.0,-14.54,,panic,
TX001523,INV0094,buy,bond,2,2587,2024-07-15,,,social_media,,True
TX001524,INV0094,sell,money_market,2,9838,2025-02-15,94.0,-6.37,,need_cash,
TX001525,INV0094,sell,mixed_low,3,7033,2024-12-27,86.0,-10.5,,rational_stop_loss,
TX001526,INV0094,buy,bond,2,9395,2025-11-17,,,self,,False
TX001527,INV0094,buy,mixed_low,3,2711,2025-02-08,,,self,,False
TX001528,INV0094,buy,money_market,2,2981,2024-10-27,,,self,,False
TX001529,INV0094,buy,mixed_low,3,7397,2024-09-12,,,self,,False
TX001530,INV0094,buy,bond,2,9416,2025-08-24,,,social_media,,True
TX001531,INV0094,sell,mixed_low,3,9299,2025-04-04,28.0,-2.14,,panic,
TX001532,INV0094,buy,bond,2,6790,2025-08-11,,,advisor,,True
TX001533,INV0094,buy,bond,2,8018,2024-09-28,,,friend,,True
TX001534,INV0094,sell,bond,2,9860,2025-07-05,88.0,-14.36,,rational_stop_loss,
TX001535,INV0095,sell,fund,4,14668,2025-07-03,68.0,-5.53,,panic,
TX001536,INV0095,buy,fund,4,9804,2025-07-23,,,self,,False
TX001537,INV0095,sell,mixed_medium,3,12551,2024-09-19,95.0,-8.96,,follow_others,
TX001538,INV0095,buy,stock,4,16973,2025-06-30,,,friend,,True
TX001539,INV0095,buy,etf,4,2542,2025-07-25,,,advisor,,False
TX001540,INV0095,buy,etf,4,8464,2024-11-28,,,self,,False
TX001541,INV0095,buy,fund,4,16863,2024-11-06,,,self,,False
TX001542,INV0095,sell,fund,4,18303,2025-01-06,27.0,-2.12,,need_cash,
TX001543,INV0095,buy,etf,4,8916,2025-02-01,,,advisor,,False
TX001544,INV0095,sell,etf,4,8293,2025-11-05,12.0,-0.91,,need_cash,
TX001545,INV0095,buy,mixed_medium,3,16265,2025-05-27,,,advisor,,False
TX001546,INV0095,sell,fund,4,8544,2025-11-16,60.0,-16.14,,panic,
TX001547,INV0095,sell,stock,4,14665,2024-08-29,95.0,-16.05,,panic,
TX001548,INV0095,sell,fund,4,7382,2025-06-11,10.0,-4.73,,rational_take_profit,
TX001549,INV0095,buy,stock,4,3975,2024-07-24,,,friend,,False
TX001550,INV0095,sell,stock,4,16663,2025-04-08,68.0,-11.24,,panic,
TX001551,INV0096,sell,savings_insurance,1,3731,2025-04-04,47.0,19.17,,follow_others,
TX001552,INV0096,sell,money_market,2,7519,2025-11-25,21.0,4.68,,need_cash,
TX001553,INV0096,sell,deposit,1,4187,2025-08-19,34.0,17.04,,rational_take_profit,
TX001554,INV0096,sell,savings_insurance,1,4004,2025-10-22,43.0,16.93,,rational_take_profit,
TX001555,INV0096,buy,deposit,1,7784,2024-10-21,,,social_media,,False
TX001556,INV0096,buy,money_market,2,8717,2024-07-23,,,social_media,,False
TX001557,INV0096,sell,deposit,1,6293,2024-12-08,11.0,15.82,,rational_take_profit,
TX001558,INV0096,sell,savings_insurance,1,3336,2024-09-02,13.0,19.44,,need_cash,
TX001559,INV0096,buy,money_market,2,7463,2024-07-10,,,social_media,,False
TX001560,INV0096,sell,deposit,1,8854,2025-02-15,25.0,-14.65,,need_cash,
TX001561,INV0096,sell,deposit,1,4227,2025-09-18,28.0,-5.18,,need_cash,
TX001562,INV0096,sell,money_market,2,2888,2024-11-29,19.0,1.7,,follow_others,
TX001563,INV0096,sell,savings_insurance,1,4309,2024-12-16,7.0,1.32,,follow_others,
TX001564,INV0096,buy,savings_insurance,1,8305,2025-07-23,,,social_media,,True
TX001565,INV0096,buy,deposit,1,6768,2025-11-09,,,advisor,,False
TX001566,INV0096,sell,deposit,1,4948,2024-11-16,37.0,-14.36,,rational_stop_loss,
TX001567,INV0096,buy,deposit,1,6440,2025-03-25,,,friend,,False
TX001568,INV0096,sell,deposit,1,5283,2025-06-14,35.0,-0.95,,rational_take_profit,
TX001569,INV0096,buy,savings_insurance,1,9625,2025-06-01,,,advisor,,False
TX001570,INV0096,buy,savings_insurance,1,5960,2025-06-14,,,advisor,,False
TX001571,INV0096,buy,savings_insurance,1,6812,2024-07-12,,,friend,,True
TX001572,INV0097,sell,deposit,1,21704,2024-11-24,46.0,14.39,,rational_take_profit,
TX001573,INV0097,buy,deposit,1,29642,2025-04-05,,,self,,False
TX001574,INV0097,buy,deposit,1,7217,2025-05-14,,,advisor,,False
TX001575,INV0097,sell,deposit,1,9911,2025-09-11,114.0,-1.35,,panic,
TX001576,INV0097,buy,savings_insurance,1,31776,2024-07-09,,,advisor,,False
TX001577,INV0097,buy,deposit,1,31984,2025-11-22,,,self,,False
TX001578,INV0097,sell,savings_insurance,1,9439,2025-04-15,58.0,23.91,,panic,
TX001579,INV0097,sell,savings_insurance,1,24166,2025-06-24,100.0,21.72,,panic,
TX001580,INV0097,buy,money_market,2,24026,2025-02-12,,,self,,False
TX001581,INV0097,sell,deposit,1,22222,2024-12-17,129.0,12.01,,rational_take_profit,
TX001582,INV0097,sell,savings_insurance,1,15687,2024-09-12,90.0,5.05,,rational_take_profit,
TX001583,INV0097,buy,deposit,1,13350,2025-08-11,,,friend,,True
TX001584,INV0097,buy,savings_insurance,1,28909,2024-07-26,,,friend,,False
TX001585,INV0097,sell,savings_insurance,1,15723,2025-10-20,121.0,20.5,,rational_take_profit,
TX001586,INV0097,sell,deposit,1,19181,2025-08-01,15.0,19.85,,rational_take_profit,
TX001587,INV0097,sell,savings_insurance,1,7465,2025-11-11,40.0,7.67,,rational_take_profit,
TX001588,INV0097,buy,deposit,1,15788,2025-07-05,,,advisor,,False
TX001589,INV0097,sell,deposit,1,25782,2025-05-13,101.0,7.98,,panic,
TX001590,INV0098,buy,deposit,1,9110,2025-01-25,,,friend,,False
TX001591,INV0098,buy,money_market,2,4164,2025-10-22,,,social_media,,True
TX001592,INV0098,sell,deposit,1,20178,2025-09-25,24.0,9.31,,rational_take_profit,
TX001593,INV0098,sell,savings_insurance,1,9261,2025-06-29,116.0,-9.14,,panic,
TX001594,INV0098,buy,savings_insurance,1,21142,2024-07-28,,,social_media,,False
TX001595,INV0098,sell,money_market,2,4971,2024-08-09,106.0,-4.51,,rational_take_profit,
TX001596,INV0098,sell,money_market,2,3014,2024-12-26,74.0,-1.66,,follow_others,
TX001597,INV0098,buy,deposit,1,7271,2025-07-09,,,social_media,,True
TX001598,INV0098,sell,savings_insurance,1,15137,2024-12-15,85.0,23.16,,rational_take_profit,
TX001599,INV0098,sell,savings_insurance,1,16679,2024-08-26,83.0,13.44,,rational_take_profit,
TX001600,INV0098,sell,savings_insurance,1,15307,2025-02-09,43.0,24.75,,need_cash,
TX001601,INV0098,buy,deposit,1,21639,2025-04-02,,,friend,,False
TX001602,INV0098,buy,savings_insurance,1,8036,2024-10-17,,,friend,,False
TX001603,INV0098,buy,deposit,1,16743,2025-06-24,,,friend,,False
TX001604,INV0098,buy,deposit,1,19403,2025-09-23,,,social_media,,True
TX001605,INV0098,buy,savings_insurance,1,20604,2025-10-04,,,friend,,False
TX001606,INV0099,buy,stock,4,19075,2025-10-19,,,social_media,,True
TX001607,INV0099,buy,fund,4,10553,2024-10-27,,,social_media,,True
TX001608,INV0099,sell,stock,4,20030,2025-08-20,76.0,-13.71,,rational_stop_loss,
TX001609,INV0099,buy,stock,4,17101,2024-10-21,,,friend,,True
TX001610,INV0099,sell,stock,4,12778,2024-09-16,95.0,-15.92,,panic,
TX001611,INV0099,sell,mixed_medium,3,5040,2024-08-21,22.0,-17.56,,follow_others,
TX001612,INV0099,buy,stock,4,19237,2025-12-24,,,advisor,,False
TX001613,INV0099,sell,stock,4,13321,2025-10-21,51.0,2.52,,rational_take_profit,
TX001614,INV0099,sell,fund,4,14337,2025-06-02,36.0,-11.31,,panic,
TX001615,INV0099,buy,mixed_medium,3,13945,2024-11-01,,,self,,False
TX001616,INV0099,buy,stock,4,5677,2025-02-18,,,social_media,,False
TX001617,INV0099,sell,fund,4,19590,2025-02-21,63.0,-11.13,,rational_stop_loss,
TX001618,INV0099,sell,fund,4,15746,2025-08-19,37.0,-0.51,,follow_others,
TX001619,INV0099,sell,mixed_medium,3,6184,2024-10-12,93.0,4.76,,need_cash,
TX001620,INV0099,sell,fund,4,19925,2024-11-22,59.0,-17.58,,panic,
TX001621,INV0099,buy,mixed_medium,3,5133,2024-09-13,,,advisor,,False
TX001622,INV0099,buy,fund,4,2951,2024-10-27,,,social_media,,True
TX001623,INV0099,buy,etf,4,20236,2025-04-28,,,social_media,,True
TX001624,INV0099,sell,stock,4,19141,2025-08-01,33.0,-15.7,,need_cash,
TX001625,INV0099,sell,fund,4,4866,2024-08-06,36.0,-2.66,,panic,
TX001626,INV0099,sell,fund,4,6315,2025-10-26,73.0,-12.72,,follow_others,
TX001627,INV0099,sell,fund,4,17967,2024-07-29,91.0,0.98,,rational_take_profit,
TX001628,INV0099,buy,fund,4,9771,2024-12-24,,,social_media,,True
TX001629,INV0099,buy,stock,4,7996,2025-02-20,,,self,,True
TX001630,INV0099,sell,etf,4,3926,2025-12-30,34.0,-11.33,,rational_stop_loss,
TX001631,INV0100,buy,bond,2,9546,2025-09-06,,,advisor,,False
TX001632,INV0100,sell,money_market,2,7919,2025-04-22,125.0,5.28,,rational_take_profit,
TX001633,INV0100,buy,bond,2,7189,2025-09-20,,,self,,False
TX001634,INV0100,buy,bond,2,9226,2025-10-16,,,advisor,,False
TX001635,INV0100,sell,bond,2,8139,2024-09-04,219.0,16.66,,need_cash,
TX001636,INV0100,buy,mixed_low,3,1742,2024-11-18,,,friend,,True
TX001637,INV0100,buy,bond,2,1801,2025-10-22,,,self,,False
TX001638,INV0100,sell,bond,2,2784,2024-08-07,217.0,1.51,,rational_take_profit,
TX001639,INV0100,sell,bond,2,6797,2025-05-05,124.0,10.06,,need_cash,
TX001640,INV0100,sell,mixed_low,3,5354,2024-12-16,157.0,21.49,,need_cash,
TX001641,INV0100,buy,money_market,2,8805,2025-04-01,,,self,,False
TX001642,INV0100,sell,mixed_low,3,3161,2025-03-26,291.0,-11.46,,panic,
TX001643,INV0100,buy,mixed_low,3,4843,2024-10-29,,,advisor,,False
TX001644,INV0100,buy,mixed_low,3,6859,2024-10-23,,,self,,False
TX001645,INV0100,buy,bond,2,3170,2025-01-15,,,self,,False
TX001646,INV0100,sell,bond,2,2079,2024-08-14,193.0,23.0,,rational_take_profit,
TX001647,INV0100,buy,mixed_low,3,10021,2025-04-07,,,advisor,,True
TX001648,INV0100,buy,bond,2,3863,2024-10-07,,,self,,False
TX001649,INV0100,buy,mixed_low,3,2876,2024-10-01,,,self,,False
TX001650,INV0100,sell,mixed_low,3,7896,2025-09-05,42.0,17.0,,rational_take_profit,
TX001651,INV0100,sell,money_market,2,2756,2025-09-19,152.0,22.68,,rational_take_profit,
TX001652,INV0100,sell,bond,2,9036,2024-07-19,249.0,22.51,,rational_take_profit,
TX001653,INV0100,buy,money_market,2,9918,2024-12-25,,,self,,False
TX001654,INV0101,buy,fund,4,15568,2024-08-25,,,self,,False
TX001655,INV0101,buy,fund,4,7005,2025-06-28,,,self,,False
TX001656,INV0101,buy,fund,4,45943,2025-08-01,,,self,,False
TX001657,INV0101,sell,bond,2,9957,2025-07-20,20.0,11.28,,panic,
TX001658,INV0101,sell,bond,2,25794,2025-04-15,69.0,-11.24,,panic,
TX001659,INV0102,sell,etf,4,5363,2025-02-14,25.0,-10.86,,panic,
TX001660,INV0102,buy,stock,4,9532,2025-11-24,,,advisor,,False
TX001661,INV0102,buy,crypto,5,12706,2025-10-05,,,advisor,,False
TX001662,INV0102,buy,etf,4,23115,2025-12-08,,,self,,False
TX001663,INV0102,sell,etf,4,9578,2025-05-20,72.0,-7.22,,need_cash,
TX001664,INV0102,sell,crypto,5,16035,2024-10-12,57.0,2.7,,follow_others,
TX001665,INV0102,buy,stock,4,16165,2024-08-30,,,advisor,,False
TX001666,INV0102,sell,crypto,5,10184,2025-08-06,79.0,-9.83,,follow_others,
TX001667,INV0102,buy,etf,4,17558,2025-09-25,,,social_media,,True
TX001668,INV0102,buy,crypto,5,19860,2024-11-02,,,social_media,,False
TX001669,INV0102,buy,etf,4,22318,2024-10-23,,,friend,,True
TX001670,INV0102,buy,stock,4,8769,2025-12-18,,,self,,False
TX001671,INV0102,sell,crypto,5,7355,2025-02-11,69.0,7.2,,rational_take_profit,
TX001672,INV0102,sell,stock,4,20235,2025-05-26,119.0,-10.62,,panic,
TX001673,INV0102,buy,stock,4,15641,2025-06-07,,,social_media,,True
TX001674,INV0102,buy,crypto,5,14981,2025-11-15,,,self,,False
TX001675,INV0102,sell,stock,4,22371,2025-06-15,139.0,-7.64,,follow_others,
TX001676,INV0102,buy,fund,4,12790,2025-01-24,,,self,,False
TX001677,INV0102,sell,crypto,5,14832,2025-03-19,79.0,8.21,,follow_others,
TX001678,INV0102,sell,crypto,5,4199,2024-09-30,105.0,-1.04,,rational_take_profit,
TX001679,INV0102,buy,stock,4,24074,2025-06-08,,,self,,False
TX001680,INV0102,sell,crypto,5,5335,2025-07-16,80.0,-15.88,,rational_stop_loss,
TX001681,INV0102,sell,crypto,5,15409,2024-12-18,90.0,-0.48,,follow_others,
TX001682,INV0103,buy,bond,2,23214,2025-07-26,,,social_media,,False
TX001683,INV0103,sell,mixed_low,3,15142,2024-08-02,163.0,5.01,,rational_take_profit,
TX001684,INV0103,sell,money_market,2,16736,2024-12-02,133.0,-14.72,,panic,
TX001685,INV0103,buy,money_market,2,8715,2024-11-24,,,advisor,,False
TX001686,INV0103,buy,mixed_low,3,4388,2025-06-23,,,friend,,True
TX001687,INV0103,sell,money_market,2,17268,2025-11-11,82.0,5.4,,rational_take_profit,
TX001688,INV0103,sell,bond,2,4356,2025-02-12,94.0,-11.5,,rational_stop_loss,
TX001689,INV0103,buy,money_market,2,8179,2025-03-24,,,friend,,False
TX001690,INV0103,sell,money_market,2,18518,2025-05-27,236.0,2.37,,rational_take_profit,
TX001691,INV0103,sell,mixed_low,3,8665,2025-06-20,121.0,11.08,,follow_others,
TX001692,INV0103,buy,bond,2,17251,2025-05-10,,,social_media,,False
TX001693,INV0103,sell,mixed_low,3,21031,2025-04-06,137.0,-4.55,,rational_take_profit,
TX001694,INV0103,buy,bond,2,10517,2025-09-24,,,social_media,,True
TX001695,INV0103,buy,money_market,2,19462,2025-06-16,,,friend,,True
TX001696,INV0103,buy,mixed_low,3,4451,2025-04-26,,,self,,False
TX001697,INV0103,sell,bond,2,14226,2024-08-06,105.0,11.23,,rational_take_profit,
TX001698,INV0104,buy,mixed_low,3,5647,2025-06-16,,,self,,False
TX001699,INV0104,sell,mixed_medium,3,3079,2025-08-06,199.0,18.92,,follow_others,
TX001700,INV0104,buy,mixed_medium,3,2036,2025-05-23,,,friend,,True
TX001701,INV0104,buy,mixed_medium,3,8471,2024-11-13,,,self,,False
TX001702,INV0104,buy,mixed_medium,3,7303,2025-11-28,,,advisor,,False
TX001703,INV0104,buy,fund,4,5194,2024-10-22,,,social_media,,False
TX001704,INV0104,buy,mixed_medium,3,7133,2025-02-09,,,self,,True
TX001705,INV0104,buy,fund,4,4283,2024-09-20,,,social_media,,False
TX001706,INV0104,buy,mixed_low,3,3834,2025-07-31,,,advisor,,False
TX001707,INV0104,sell,mixed_medium,3,4378,2025-09-26,186.0,12.44,,follow_others,
TX001708,INV0104,buy,mixed_medium,3,9159,2025-10-07,,,social_media,,False
TX001709,INV0104,buy,mixed_low,3,2249,2024-07-24,,,advisor,,False
TX001710,INV0104,sell,mixed_medium,3,6017,2025-05-21,116.0,-12.97,,rational_stop_loss,
TX001711,INV0104,buy,mixed_low,3,9969,2024-12-20,,,advisor,,False
TX001712,INV0104,buy,mixed_low,3,6059,2025-09-16,,,social_media,,True
TX001713,INV0104,sell,mixed_medium,3,5552,2025-02-18,189.0,6.73,,need_cash,
TX001714,INV0104,buy,bond,2,8561,2025-07-09,,,self,,True
TX001715,INV0104,buy,fund,4,2362,2025-09-06,,,self,,False
TX001716,INV0105,buy,bond,2,8489,2025-08-06,,,friend,,False
TX001717,INV0105,buy,mixed_low,3,7557,2024-10-21,,,social_media,,True
TX001718,INV0105,buy,money_market,2,10828,2024-07-24,,,advisor,,False
TX001719,INV0105,sell,money_market,2,6498,2025-06-16,33.0,-5.8,,rational_stop_loss,
TX001720,INV0105,buy,money_market,2,17458,2025-12-25,,,social_media,,True
TX001721,INV0105,sell,bond,2,21689,2024-08-21,63.0,-7.24,,panic,
TX001722,INV0105,buy,money_market,2,10125,2025-05-15,,,friend,,False
TX001723,INV0105,sell,bond,2,22148,2024-07-25,90.0,2.08,,rational_take_profit,
TX001724,INV0105,buy,money_market,2,22479,2024-12-17,,,self,,False
TX001725,INV0105,sell,mixed_low,3,24588,2024-11-05,18.0,4.14,,need_cash,
TX001726,INV0105,sell,bond,2,7102,2025-07-02,29.0,13.32,,rational_take_profit,
TX001727,INV0105,sell,mixed_low,3,4937,2025-05-26,34.0,-7.27,,follow_others,
TX001728,INV0105,sell,bond,2,9240,2025-11-13,90.0,-0.03,,follow_others,
TX001729,INV0105,sell,mixed_low,3,4811,2025-05-28,18.0,3.76,,panic,
TX001730,INV0105,buy,mixed_low,3,7389,2025-08-06,,,social_media,,True
TX001731,INV0105,sell,mixed_low,3,16729,2025-01-18,78.0,-10.83,,panic,
TX001732,INV0105,buy,bond,2,9870,2024-11-09,,,advisor,,False
TX001733,INV0105,buy,mixed_low,3,10027,2024-12-26,,,friend,,True
TX001734,INV0105,buy,bond,2,10874,2024-10-22,,,friend,,True
TX001735,INV0105,buy,mixed_low,3,20059,2025-11-25,,,social_media,,False
TX001736,INV0105,buy,money_market,2,20991,2025-07-08,,,friend,,True
TX001737,INV0105,sell,money_market,2,16022,2025-02-24,60.0,10.1,,need_cash,
TX001738,INV0105,sell,money_market,2,18716,2025-12-02,56.0,14.4,,rational_take_profit,
TX001739,INV0105,buy,bond,2,24024,2025-02-20,,,self,,False
TX001740,INV0105,sell,money_market,2,17898,2024-07-13,74.0,14.45,,rational_take_profit,
TX001741,INV0106,sell,fund,4,7901,2025-05-01,139.0,15.08,,rational_take_profit,
TX001742,INV0106,sell,bond,2,2393,2025-04-03,145.0,17.03,,need_cash,
TX001743,INV0106,buy,fund,4,1408,2024-11-19,,,friend,,True
TX001744,INV0106,buy,mixed_low,3,4636,2025-11-09,,,social_media,,True
TX001745,INV0106,sell,fund,4,7757,2024-12-24,80.0,-7.5,,need_cash,
TX001746,INV0106,sell,mixed_low,3,7458,2025-05-04,187.0,13.01,,follow_others,
TX001747,INV0106,buy,bond,2,7320,2024-07-27,,,social_media,,False
TX001748,INV0106,sell,mixed_low,3,2403,2024-12-03,147.0,5.58,,need_cash,
TX001749,INV0106,buy,fund,4,1444,2025-05-04,,,social_media,,True
TX001750,INV0106,sell,mixed_medium,3,7641,2025-03-13,411.0,1.69,,rational_take_profit,
TX001751,INV0106,buy,bond,2,3234,2025-12-04,,,friend,,True
TX001752,INV0106,sell,mixed_low,3,5372,2025-05-07,144.0,-4.06,,rational_take_profit,
TX001753,INV0106,buy,fund,4,8950,2025-03-04,,,advisor,,False
TX001754,INV0106,sell,fund,4,8213,2024-12-06,203.0,22.3,,need_cash,
TX001755,INV0106,buy,mixed_medium,3,6972,2024-09-23,,,social_media,,True
TX001756,INV0106,buy,mixed_medium,3,1378,2025-06-27,,,self,,False
TX001757,INV0106,buy,mixed_medium,3,6794,2024-09-01,,,friend,,True
TX001758,INV0106,buy,mixed_low,3,9772,2024-07-15,,,advisor,,False
TX001759,INV0106,sell,fund,4,3120,2024-12-06,266.0,3.69,,rational_take_profit,
TX001760,INV0106,sell,bond,2,8123,2025-05-13,185.0,11.47,,rational_take_profit,
TX001761,INV0106,sell,mixed_medium,3,9542,2025-09-17,353.0,11.89,,rational_take_profit,
TX001762,INV0106,sell,bond,2,1805,2025-09-20,165.0,2.78,,follow_others,
TX001763,INV0106,buy,bond,2,5359,2025-12-14,,,social_media,,True
TX001764,INV0106,buy,mixed_low,3,6706,2025-08-29,,,social_media,,True
TX001765,INV0106,buy,mixed_medium,3,2266,2025-01-24,,,friend,,True
TX001766,INV0107,buy,bond,2,26835,2025-02-04,,,social_media,,True
TX001767,INV0107,sell,money_market,2,26763,2025-11-15,21.0,5.2,,need_cash,
TX001768,INV0107,buy,money_market,2,26864,2025-09-05,,,social_media,,True
TX001769,INV0107,buy,money_market,2,12200,2025-11-04,,,self,,False
TX001770,INV0107,buy,mixed_low,3,10458,2025-06-12,,,self,,False
TX001771,INV0107,buy,money_market,2,8900,2024-10-08,,,self,,False
TX001772,INV0107,sell,mixed_low,3,13723,2024-10-24,36.0,1.04,,follow_others,
TX001773,INV0107,buy,mixed_low,3,24802,2025-04-23,,,advisor,,False
TX001774,INV0107,sell,mixed_low,3,10115,2025-05-29,94.0,14.66,,need_cash,
TX001775,INV0107,buy,money_market,2,23090,2025-10-28,,,self,,False
TX001776,INV0107,sell,money_market,2,9415,2024-10-22,20.0,1.57,,rational_take_profit,
TX001777,INV0107,sell,money_market,2,21729,2025-10-11,56.0,15.56,,panic,
TX001778,INV0107,buy,bond,2,28933,2025-04-07,,,advisor,,False
TX001779,INV0107,buy,money_market,2,23281,2025-12-19,,,social_media,,False
TX001780,INV0107,sell,money_market,2,9876,2024-08-28,19.0,1.36,,need_cash,
TX001781,INV0107,buy,mixed_low,3,12477,2024-09-27,,,self,,True
TX001782,INV0107,sell,bond,2,25924,2025-05-16,32.0,-11.73,,rational_stop_loss,
TX001783,INV0107,buy,mixed_low,3,25012,2025-06-11,,,friend,,True
TX001784,INV0107,buy,bond,2,6369,2024-12-19,,,social_media,,True
TX001785,INV0107,sell,bond,2,7598,2025-03-22,65.0,4.44,,rational_take_profit,
TX001786,INV0107,sell,bond,2,9101,2025-07-07,19.0,-8.33,,follow_others,
TX001787,INV0108,sell,stock,4,6246,2025-02-19,72.0,-11.52,,follow_others,
TX001788,INV0108,sell,stock,4,2992,2025-09-10,190.0,2.91,,rational_take_profit,
TX001789,INV0108,sell,mixed_medium,3,10605,2024-11-24,220.0,-8.04,,rational_stop_loss,
TX001790,INV0108,buy,stock,4,12765,2024-11-08,,,advisor,,False
TX001791,INV0108,buy,fund,4,7286,2025-12-15,,,self,,False
TX001792,INV0108,sell,etf,4,1920,2025-05-11,311.0,13.3,,panic,
TX001793,INV0108,buy,fund,4,1983,2025-09-11,,,self,,False
TX001794,INV0108,buy,etf,4,3507,2025-11-21,,,self,,False
TX001795,INV0108,sell,fund,4,11382,2025-07-10,220.0,19.73,,follow_others,
TX001796,INV0108,buy,etf,4,12723,2024-09-26,,,social_media,,False
TX001797,INV0108,sell,mixed_medium,3,6423,2024-08-27,258.0,-5.41,,panic,
TX001798,INV0109,sell,money_market,2,14327,2024-11-27,25.0,1.74,,need_cash,
TX001799,INV0109,buy,savings_insurance,1,10888,2025-04-03,,,advisor,,True
TX001800,INV0109,buy,money_market,2,15013,2025-01-02,,,social_media,,True
TX001801,INV0109,sell,savings_insurance,1,16174,2024-09-05,22.0,-12.48,,panic,
TX001802,INV0109,sell,money_market,2,14746,2024-07-17,14.0,-3.86,,follow_others,
TX001803,INV0109,sell,savings_insurance,1,16217,2025-11-27,7.0,-0.41,,follow_others,
